name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Zahya,"10,154,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M212 Unit ZH3M212A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,690,000 ج م","سكني, توين هاوس",3,0,498.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M235 Unit ZH3M235A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero mall,"28,692,000 ج م","تجاري, مبنى البيع بالتجزئة / مول",0,0,176.0,2023,"['أخرى', 'أمن 24 ساعة', 'الكهرباء متاحة']",Cairo,Cairo,Building MM Floor Ground floor Unit MMFBG22B Maspero mall Cairo Cairo Cairo Egypt,يُعد ماسبيرو مول وجهة فريدة لتجارب التسوق ونمط الحياة في قلب القاهرة. يقع في مثلث ماسبيرو، ويُعتبر أيقونة في وسط المدينة، حيث يقدّم تجارب تسوق لا تُنسى، ومأكولات شهية، ومجموعة متنوعة من وسائل الترفيه التي تضمن لك قضاء أوقات ممتعة.واستنادًا إلى إرث يمتد لآلاف السنين، يسعى ماسبيرو مول إلى تدشين عصر جديد من التجارب العصرية التي تهدف إلى إبهار الأجيال القادمة
Maspero Business Tower Nile Heights,"12,529,000 ج م","تجاري, مكتب",0,0,184.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 5th floor Unit NHAD0505 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"10,844,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M197 Unit ZH3M197A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"12,640,000 ج م","سكني, توين هاوس",3,0,463.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C320B Floor Ground floor Unit ZH1C320B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"12,529,000 ج م","تجاري, مكتب",0,0,184.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 6th floor Unit NHAD0602 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"13,099,000 ج م","سكني, توين هاوس",3,0,498.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M229 Unit ZH3M229B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"11,506,000 ج م","تجاري, مكتب",0,0,176.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 3rd floor Unit NHAD0306 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"10,844,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M197 Unit ZH3M197A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"12,393,000 ج م","سكني, تاون هاوس",3,0,504.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M250 Unit ZH3M250A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,538,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M214 Unit ZH3M214A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"17,616,000 ج م","سكني, فيلا",3,2,609.8,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M73 Unit ZH3M73 Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"12,192,000 ج م","سكني, توين هاوس",3,0,498.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M228 Unit ZH3M228B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"11,856,000 ج م","تجاري, مكتب",0,0,168.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 2nd floor Unit NHAD0202 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Maspero Business Tower Nile Heights,"68,727,000 ج م","تجاري, محل تجاري",0,0,270.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building MBT Floor Ground floor Unit MBTRT027 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"10,452,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M201 Unit ZH3M201A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,114,000 ج م","سكني, توين هاوس",3,0,400.5,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHM223 Floor Ground floor Unit ZHM223A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"12,529,000 ج م","تجاري, مكتب",0,0,184.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 7th floor Unit NHAD0705 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"22,026,000 ج م","سكني, فيلا",3,0,892.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C71 Floor Ground floor Unit ZH1C71 Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,375,000 ج م","سكني, توين هاوس",3,0,325.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C323B Floor Ground floor Unit ZH1C323B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,649,000 ج م","سكني, تاون هاوس",3,0,377.3,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHM253 Floor Ground floor Unit ZHM253A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,028,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M203 Unit ZH3M203B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,467,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M216 Floor Ground floor Unit ZH3M216A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"24,478,000 ج م","سكني, فيلا",3,0,780.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C156 Floor Ground floor Unit ZH1C156 Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,542,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M208 Unit ZH3M208A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"13,099,000 ج م","سكني, توين هاوس",3,0,498.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M229 Unit ZH3M229B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"6,846,000 ج م","تجاري, مكتب",0,0,105.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building MBT Floor 10th floor Unit MBTAD103 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"11,890,000 ج م","سكني, تاون هاوس",3,0,504.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M246 Unit ZH3M246A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,612,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M217 Unit ZH3M217B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,209,000 ج م","سكني, توين هاوس",3,0,345.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHM219 Floor Ground floor Unit ZHM219A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
